ISSUE_DATE,ID,PURPOSE,VERIFICATION_STATUS,GRADE,HOME_OWNERSHIP,ADDRESS_STATE,LOAN_STATUS,EMP_LENGTH,EMP_TITLE,LAST_CREDIT_PULL_DATE,LAST_PAYMENT_DATE,NEXT_PAYMENT_DATE,MEMBER_ID,SUB_GRADE,TERM,ANNUAL_INCOME,DTI,INSTALLMENT,INT_RATE,LOAN_AMOUNT,TOTAL_ACC,TOTAL_PAYMENT
11-11-2021,1016497,Debt consolidation,Verified,D,MORTGAGE,KY,Charged Off,10+ years,us army,13-07-2021,13-02-2021,13-03-2021,1244208,D4, 60 months,66000,0.2231,503.32,0.1758,20000,63,8006
11-11-2021,1018707,Debt consolidation,Verified,D,MORTGAGE,FL,Charged Off,5 years,Kohls Department Stores,15-12-2021,15-04-2021,15-05-2021,1247175,D5, 60 months,73000,0.1504,638.25,0.1825,25000,22,28077
11-11-2021,1030264,Debt consolidation,Verified,D,MORTGAGE,WI,Charged Off,7 years,Romo,16-05-2021,15-02-2021,15-03-2021,1259669,D4, 60 months,25000,0.119,301.99,0.1758,12000,12,11476
11-11-2021,1025583,Debt consolidation,Verified,D,MORTGAGE,IL,Charged Off,10+ years,Batavia Public Schools,16-05-2021,12-08-2021,12-09-2021,1254745,D2, 60 months,93000,0.1981,296.75,0.1677,12000,40,3198
11-11-2021,1023275,Debt consolidation,Verified,E,MORTGAGE,AL,Charged Off,2 years,Yumband .INC,13-03-2021,12-11-2021,12-12-2021,1252098,E2, 60 months,75000,0.1694,908.5,0.1903,35000,24,10974
11-11-2021,1012953,Debt consolidation,Verified,E,MORTGAGE,PA,Charged Off,3 years,brubaker inc,16-05-2021,12-12-2021,12-01-2022,1240726,E2, 60 months,85000,0.1782,908.5,0.1903,35000,24,10900
11-11-2021,996550,Debt consolidation,Verified,E,MORTGAGE,TX,Charged Off,8 years,"PORTAGE ENVIRONMENTAL, INC.",16-05-2021,14-07-2021,14-08-2021,1221600,E5, 60 months,63900,0.1579,586.55,0.203,22000,25,24454
11-11-2021,1005627,Debt consolidation,Verified,E,MORTGAGE,CO,Charged Off,10+ years,Level 3 Communications,13-11-2021,13-08-2021,13-09-2021,1231984,E3, 60 months,90000,0.2197,916.03,0.1942,35000,27,32389
11-11-2021,956877,Debt consolidation,Verified,E,MORTGAGE,AL,Charged Off,6 years,CSX Transportion,12-11-2021,12-09-2021,12-10-2021,1177628,E4, 60 months,75000,0.1365,925.54,0.1991,35000,32,28758
11-11-2021,1012890,Debt consolidation,Verified,E,MORTGAGE,MO,Charged Off,< 1 year,Illinois Central School Bus,13-11-2021,13-08-2021,13-09-2021,1240055,E3, 60 months,138000,0.2203,485.5,0.1942,18550,41,15878
11-11-2021,996814,Debt consolidation,Verified,E,MORTGAGE,CA,Charged Off,1 year,dch auto group,12-08-2021,12-04-2021,12-05-2021,1221675,E5, 60 months,95000,0.1067,399.92,0.203,15000,27,2492
11-11-2021,1028867,Debt consolidation,Verified,E,MORTGAGE,CO,Charged Off,10+ years,Eaton Corporation,15-01-2021,13-01-2021,13-02-2021,1258221,E4, 60 months,98000,0.0899,713.99,0.1991,27000,31,10608
11-11-2021,997328,Debt consolidation,Verified,E,MORTGAGE,FL,Charged Off,< 1 year,USA/World Plastics,13-12-2021,13-12-2021,13-01-2022,1222429,E5, 60 months,130000,0.1354,933.14,0.203,35000,28,23230
11-11-2021,1005145,Debt consolidation,Verified,E,MORTGAGE,OR,Charged Off,2 years,ODOT,14-03-2021,13-12-2021,13-01-2022,1231824,E4, 60 months,65000,0.0886,317.33,0.1991,12000,36,9681
11-11-2021,1018373,Debt consolidation,Verified,E,MORTGAGE,CO,Charged Off,1 year,Rick Baker Insurance,16-05-2021,15-06-2021,15-07-2021,1246604,E4, 60 months,45000,0.192,475.99,0.1991,18000,20,19982
11-11-2021,996440,Debt consolidation,Verified,E,MORTGAGE,UT,Charged Off,10+ years,nicholas & co,13-07-2021,13-07-2021,13-08-2021,1221072,E2, 60 months,75000,0.0605,908.5,0.1903,35000,39,18827
11-11-2021,1017495,Debt consolidation,Verified,F,MORTGAGE,AK,Charged Off,8 years,Yukon Flats School District,13-11-2021,13-07-2021,13-08-2021,1245670,F5, 60 months,66362.04,0.1532,695.46,0.2235,25000,32,13908
11-11-2021,1009531,Debt consolidation,Verified,F,MORTGAGE,WI,Charged Off,10+ years,Village of Mt pleasant,16-05-2021,12-03-2021,12-04-2021,1236281,F4, 60 months,78000,0.2003,608.37,0.2206,22000,38,2430
11-11-2021,1016236,Debt consolidation,Verified,F,MORTGAGE,NV,Charged Off,10+ years,VASNHS,16-04-2021,13-05-2021,13-06-2021,1243600,F2, 60 months,101657,0.1124,544.23,0.2128,20000,53,10198
11-11-2021,1010411,Debt consolidation,Verified,F,MORTGAGE,CO,Charged Off,3 years,Triple Canopy,13-07-2021,13-03-2021,13-04-2021,1237221,F3, 60 months,270000,0.129,960.11,0.2167,35000,51,18686
11-11-2021,994796,Debt consolidation,Verified,G,MORTGAGE,IL,Charged Off,10+ years,Pingree Grove FPD,13-08-2021,13-04-2021,13-05-2021,1219235,G1, 60 months,103000,0.178,981.45,0.2274,35000,42,25281
11-11-2021,1003025,Debt consolidation,Verified,B,OWN,NC,Charged Off,4 years,Biscuitville,14-05-2021,14-04-2021,14-05-2021,1229098,B4, 60 months,85800,0.1154,763.55,0.1242,34000,31,21748
11-11-2021,1000594,Debt consolidation,Verified,B,OWN,AL,Charged Off,< 1 year,Sam's Club,13-02-2021,12-11-2021,12-12-2021,1225838,B4, 60 months,43500,0.2188,488.45,0.1242,21750,33,11017
11-11-2021,1031991,Debt consolidation,Verified,E,OWN,CA,Charged Off,6 years,Fairfield Residential Company LLC,14-06-2021,14-01-2021,14-02-2021,1261421,E1, 60 months,77000,0.1189,229.12,0.1864,8900,22,6602
11-11-2021,1003451,Debt consolidation,Verified,B,RENT,AZ,Charged Off,4 years,Tile Interiors,15-11-2021,13-08-2021,13-09-2021,1229814,B2, 60 months,30660,0.2544,367.74,0.1065,17050,13,8089
11-11-2021,1010321,Debt consolidation,Verified,C,RENT,CA,Charged Off,10+ years,Albertsons,14-06-2021,14-02-2021,14-03-2021,1237328,C5, 60 months,50000,0.1826,364.46,0.1596,15000,25,10881
11-11-2021,1008845,Debt consolidation,Verified,C,RENT,CA,Charged Off,3 years,Providence Home Care,16-05-2021,12-01-2021,12-02-2021,1235560,C3, 60 months,110000,0.2221,472.14,0.1465,20000,36,11042
11-11-2021,1009563,Debt consolidation,Verified,C,RENT,NC,Charged Off,6 years,Bob Barker Company,13-04-2021,12-09-2021,12-10-2021,1236313,C5, 60 months,59000,0.2007,437.35,0.1596,18000,16,5279
11-11-2021,1031054,Debt consolidation,Verified,C,RENT,CA,Charged Off,8 years,UPS,15-02-2021,14-09-2021,14-10-2021,1260478,C2, 60 months,36000,0.1367,421.36,0.1427,18000,35,16309
11-11-2021,1014422,Debt consolidation,Verified,D,RENT,CA,Charged Off,10+ years,Capital group,16-05-2021,14-10-2021,14-11-2021,1241794,D4, 60 months,79000,0.2195,880.8,0.1758,35000,10,30828
11-11-2021,1009453,Debt consolidation,Verified,D,RENT,UT,Charged Off,< 1 year,CNC Machine and Fabrication,12-05-2021,12-02-2021,12-03-2021,1236186,D4, 60 months,57000,0.244,640.47,0.1758,25450,23,8035
11-11-2021,1008099,Debt consolidation,Verified,D,RENT,VA,Charged Off,5 years,"Salgado & Associates, PLLC",13-04-2021,12-11-2021,12-12-2021,1234769,D5, 60 months,38000,0.2031,310.19,0.1825,12150,22,4324
11-11-2021,1023802,Debt consolidation,Verified,D,RENT,NY,Charged Off,10+ years,Paston Group LLC,16-04-2021,12-08-2021,12-09-2021,1252659,D4, 60 months,51000,0.1391,528.48,0.1758,21000,16,4227
11-11-2021,1031278,Debt consolidation,Verified,E,RENT,VA,Charged Off,10+ years,"Information Management Dept., NMC",15-05-2021,14-12-2021,14-01-2022,1260692,E1, 60 months,61234,0.1391,308.92,0.1864,12000,34,12008
11-11-2021,1031521,Debt consolidation,Verified,E,RENT,NJ,Charged Off,10+ years,Delaware River Port Authority,14-09-2021,14-05-2021,14-06-2021,1261171,E5, 60 months,75000,0.1928,933.14,0.203,35000,16,29457
11-11-2021,1021379,Debt consolidation,Verified,E,RENT,OR,Charged Off,7 years,Oregon Health & Science University,16-05-2021,13-02-2021,13-03-2021,1250132,E1, 60 months,47712,0.168,329.51,0.1864,12800,40,4941
11-11-2021,1015102,Debt consolidation,Verified,E,RENT,NC,Charged Off,3 years,The Hartford Insurance,13-10-2021,13-06-2021,13-07-2021,1242732,E1, 60 months,65000,0.1224,450.51,0.1864,17500,31,8545
11-11-2021,1006564,Debt consolidation,Verified,E,RENT,CT,Charged Off,1 year,Dr Pepper Snapple Group,14-02-2021,13-10-2021,13-11-2021,1232974,E3, 60 months,38500,0.2266,384.08,0.1942,14675,17,10011
11-11-2021,1007386,Debt consolidation,Verified,E,RENT,WI,Charged Off,10+ years,Cn Railroad,16-05-2021,13-11-2021,13-12-2021,1233777,E1, 60 months,50000,0.145,669.32,0.1864,26000,36,15393
11-11-2021,1024798,Debt consolidation,Verified,E,RENT,CA,Charged Off,5 years,CATALINA ISLAND VACATION RENTALS,16-05-2021,12-12-2021,12-01-2022,1253935,E3, 60 months,55000,0.2068,392.59,0.1942,15000,22,4711
11-11-2021,1009540,Debt consolidation,Verified,E,RENT,OR,Charged Off,< 1 year,HME Construction Inc,16-05-2021,11-12-2021,11-01-2022,1236291,E5, 60 months,80000,0.1564,799.84,0.203,30000,12,798
11-11-2021,1001343,Debt consolidation,Verified,E,RENT,WI,Charged Off,10+ years,Unisys Corporation,16-05-2021,11-12-2021,11-01-2022,1227537,E2, 60 months,65000,0.2162,467.23,0.1903,18000,57,7438
11-11-2021,1014586,Debt consolidation,Verified,E,RENT,CA,Charged Off,4 years,Simonton Windows,13-02-2021,12-08-2021,12-09-2021,1241972,E1, 60 months,44000,0.1211,370.7,0.1864,14400,7,4080
11-11-2021,1019040,Debt consolidation,Verified,F,RENT,CA,Charged Off,< 1 year,Everest College,16-05-2021,12-06-2021,12-07-2021,1247720,F2, 60 months,52000,0.1876,707.49,0.2128,26000,28,4951
11-11-2021,1018784,Debt consolidation,Verified,F,RENT,NY,Charged Off,1 year,Brooklyn Museum,16-04-2021,13-04-2021,13-05-2021,1223441,F1, 60 months,75000,0.1093,385.98,0.2089,14300,58,6174
11-11-2021,1024037,Debt consolidation,Verified,F,RENT,NY,Charged Off,5 years,"Leake and Watts Services, Inc.",13-02-2021,12-09-2021,12-10-2021,1241997,F1, 60 months,54600,0.2299,663.32,0.2089,24575,51,7252
11-11-2021,926571,Debt consolidation,Verified,F,RENT,NY,Charged Off,10+ years,Nassau Extended Care Center,16-04-2021,12-06-2021,12-07-2021,1147322,F4, 60 months,90000,0.1899,829.6,0.2206,30000,33,6232
11-11-2021,1001258,Debt consolidation,Verified,F,RENT,PA,Charged Off,10+ years,Boenning & Scattergood,15-06-2021,15-02-2021,15-03-2021,1227246,F4, 60 months,120000,0.1682,967.86,0.2206,35000,34,40040
11-11-2021,996748,Debt consolidation,Verified,F,RENT,MA,Charged Off,10+ years,City Of Somerville,16-04-2021,12-09-2021,12-10-2021,1221810,F1, 60 months,35000,0.1865,472.36,0.2089,17500,18,4723
11-11-2021,1025574,Debt consolidation,Verified,G,RENT,CA,Charged Off,3 years,Live Nation,13-04-2021,13-03-2021,13-04-2021,1254736,G2, 60 months,102500,0.2257,847.96,0.2313,30000,25,7811
11-11-2021,1019978,Debt consolidation,Verified,G,RENT,WI,Charged Off,< 1 year,Experis,12-12-2021,12-08-2021,12-09-2021,1248729,G3, 60 months,108600,0.212,997.16,0.2352,35000,28,9829
11-11-2021,1017343,Debt consolidation,Verified,E,MORTGAGE,CA,Charged Off,5 years,alcoa fastening systems,16-05-2021,15-05-2021,15-06-2021,1245314,E2, 60 months,80000,0.0588,404.94,0.1903,15600,23,17007
11-11-2021,1002291,Debt consolidation,Verified,F,MORTGAGE,VA,Charged Off,5 years,Court Services and Offender Supervision,14-06-2021,14-01-2021,14-02-2021,1228520,F4, 60 months,79864,0.1114,553.07,0.2206,20000,27,16385
11-11-2021,1006364,Debt consolidation,Verified,G,MORTGAGE,TX,Charged Off,10+ years,Occidental Chemical Corporation,16-05-2021,15-09-2021,15-10-2021,1232779,G3, 60 months,85000,0.0789,660.97,0.2352,23200,22,31471
11-11-2021,1001484,Debt consolidation,Verified,F,OWN,MI,Charged Off,10+ years,Garden City Hospital,16-02-2021,12-10-2021,12-11-2021,1227075,F1, 60 months,40000,0.1512,586.4,0.2089,21725,25,7274
11-11-2021,1015995,Debt consolidation,Verified,D,RENT,NY,Charged Off,10+ years,JP Morgan Chase,16-04-2021,13-10-2021,13-11-2021,1243475,D5, 60 months,55000,0.1591,584.63,0.1825,22900,17,12362
11-11-2021,1015990,Debt consolidation,Verified,F,RENT,VA,Charged Off,8 years,NOVA,13-05-2021,13-01-2021,13-02-2021,1243471,F5, 60 months,73000,0.141,556.37,0.2235,20000,14,8225
11-11-2021,1022403,Debt consolidation,Verified,A,MORTGAGE,NH,Fully Paid,10+ years,sears holdings,14-05-2021,12-05-2021,12-06-2021,1251191,A4, 60 months,45000,0.0739,303.43,0.079,15000,16,15480
11-11-2021,1005957,Debt consolidation,Verified,B,MORTGAGE,CO,Fully Paid,1 year,Northrop Grumman,14-07-2021,14-06-2021,14-07-2021,1232535,B2, 60 months,69500,0.1445,496.08,0.1065,23000,22,28013
11-11-2021,979576,Debt consolidation,Verified,B,MORTGAGE,MA,Fully Paid,1 year,Oracle,13-11-2021,13-03-2021,13-04-2021,1202727,B3, 60 months,120000,0.1942,441.97,0.1171,20000,23,22820
11-11-2021,993621,Debt consolidation,Verified,B,MORTGAGE,GA,Fully Paid,1 year,"SunTrust Bank, Inc.",14-02-2021,14-01-2021,14-02-2021,1217982,B5, 60 months,78500,0.0708,469.97,0.1269,20800,17,25584
11-11-2021,1010875,Debt consolidation,Verified,B,MORTGAGE,KS,Fully Paid,10+ years,HCA,16-05-2021,14-05-2021,14-06-2021,1237918,B2, 60 months,60000,0.1112,388.23,0.1065,18000,25,21791
11-11-2021,1004713,Debt consolidation,Verified,B,MORTGAGE,CA,Fully Paid,10+ years,Waxie Sanitary,16-05-2021,15-10-2021,15-11-2021,1231352,B2, 60 months,57600,0.1706,539.21,0.1065,25000,31,31955
11-11-2021,1016639,Debt consolidation,Verified,B,MORTGAGE,IL,Fully Paid,10+ years,SUBURBAN LOCK SERVICE,16-05-2021,13-07-2021,13-08-2021,1244556,B3, 60 months,75000,0.1342,552.46,0.1171,25000,19,29275
11-11-2021,1016815,Debt consolidation,Verified,B,MORTGAGE,IL,Fully Paid,10+ years,HP Enterprise Services,15-04-2021,15-03-2021,15-04-2021,1244736,B3, 60 months,68000,0.2878,773.44,0.1171,35000,25,44992
11-11-2021,1003567,Debt consolidation,Verified,B,MORTGAGE,WI,Fully Paid,10+ years,City of Milwaukee,14-06-2021,14-06-2021,14-07-2021,1229951,B3, 60 months,65000,0.1833,464.07,0.1171,21000,32,26058
11-11-2021,1000903,Debt consolidation,Verified,B,MORTGAGE,PA,Fully Paid,2 years,Commonwealth of PA,14-10-2021,14-10-2021,14-11-2021,1226673,B2, 60 months,53000,0.1929,431.37,0.1065,20000,18,24731
11-11-2021,1011550,Debt consolidation,Verified,B,MORTGAGE,MN,Fully Paid,2 years,GCA Services,15-09-2021,15-08-2021,15-09-2021,1238634,B2, 60 months,66000,0.21,431.37,0.1065,20000,26,25496
11-11-2021,1010143,Debt consolidation,Verified,B,MORTGAGE,NC,Fully Paid,3 years,"Professional Properties Management, Inc.",15-04-2021,15-04-2021,15-05-2021,1237142,B3, 60 months,60000,0.2198,416,0.1171,18825,32,23487
11-11-2021,1018603,Debt consolidation,Verified,B,MORTGAGE,CT,Fully Paid,5 years,AECC Pearlman Buying Group,16-04-2021,14-07-2021,14-08-2021,1246861,B2, 60 months,41000,0.1466,448.63,0.1065,20800,18,25435
11-11-2021,1027783,Debt consolidation,Verified,B,MORTGAGE,VA,Fully Paid,5 years,Commonwealth of Virginia,16-05-2021,16-01-2021,16-02-2021,1257158,B4, 60 months,64620,0.1005,786.01,0.1242,35000,18,46689
11-11-2021,1005735,Debt consolidation,Verified,B,MORTGAGE,CA,Fully Paid,6 years,Emulex Corporation,14-12-2021,14-11-2021,14-12-2021,1232110,B2, 60 months,133000,0.2092,431.37,0.1065,20000,32,24880
11-11-2021,1024935,Debt consolidation,Verified,B,MORTGAGE,TX,Fully Paid,6 years,Rhino Steel Building Systems,14-11-2021,13-01-2021,13-02-2021,1254079,B3, 60 months,85000,0.0401,453.02,0.1171,20500,15,22903
11-11-2021,996000,Debt consolidation,Verified,B,MORTGAGE,VA,Fully Paid,6 years,Dominion Youth Services,13-08-2021,13-08-2021,13-09-2021,1220601,B3, 60 months,75000,0.1141,773.44,0.1171,35000,48,41234
11-11-2021,1022352,Debt consolidation,Verified,B,MORTGAGE,OH,Fully Paid,4 years,sibcy cline insurance,13-11-2021,13-10-2021,13-11-2021,1251331,B5, 60 months,90000,0.1535,271.14,0.1269,12000,32,14503
11-11-2021,1014580,Debt consolidation,Verified,B,MORTGAGE,OH,Fully Paid,10+ years,Fedex Express,14-02-2021,14-03-2021,14-04-2021,1241966,B4, 60 months,60000,0.2368,269.49,0.1242,12000,52,14705
11-11-2021,1002568,Debt consolidation,Verified,B,MORTGAGE,VA,Fully Paid,5 years,Kelly Services,13-04-2021,13-04-2021,13-05-2021,1228613,B5, 60 months,184000,0.0556,564.87,0.1269,25000,19,25948
11-11-2021,1021468,Debt consolidation,Verified,B,MORTGAGE,RI,Fully Paid,10+ years,city of providence,15-03-2021,14-07-2021,14-08-2021,1250225,B4, 60 months,80000,0.0636,449.15,0.1242,20000,28,25242
11-11-2021,1028681,Debt consolidation,Verified,B,MORTGAGE,WI,Fully Paid,3 years,Enbridge,14-02-2021,14-03-2021,14-04-2021,1235479,B5, 60 months,85000,0.059,451.9,0.1269,20000,26,24734
11-11-2021,1022290,Debt consolidation,Verified,B,MORTGAGE,MO,Fully Paid,1 year,Harvester Christian Church,13-03-2021,13-04-2021,13-05-2021,1251066,B5, 60 months,80000,0.1938,564.87,0.1269,25000,32,28830
11-11-2021,994734,Debt consolidation,Verified,C,MORTGAGE,GA,Fully Paid,1 year,SIG Combibloc,15-02-2021,15-02-2021,15-03-2021,1219388,C2, 60 months,97500,0.1258,468.17,0.1427,20000,16,26607
11-11-2021,1011807,Debt consolidation,Verified,C,MORTGAGE,PA,Fully Paid,10+ years,AT&T,14-04-2021,14-03-2021,14-04-2021,1238696,C1, 60 months,72000,0.0865,322.07,0.1349,14000,16,17634
11-11-2021,1030282,Debt consolidation,Verified,C,MORTGAGE,MO,Fully Paid,10+ years,Checksmart Financial,16-05-2021,15-02-2021,15-03-2021,1259688,C1, 60 months,64500,0.2476,339.32,0.1349,14750,12,19529
11-11-2021,1013376,Debt consolidation,Verified,C,MORTGAGE,CA,Fully Paid,10+ years,Riverside County,15-10-2021,13-03-2021,13-04-2021,1240750,C2, 60 months,83400,0.2163,491.58,0.1427,21000,32,24633
11-11-2021,1002635,Debt consolidation,Verified,C,MORTGAGE,FL,Fully Paid,1 year,Vortex Aviation,16-05-2021,16-05-2021,16-06-2021,1228686,C1, 60 months,60000,0.0538,496.91,0.1349,21600,10,29709
11-11-2021,1002603,Debt consolidation,Verified,C,MORTGAGE,KY,Fully Paid,1 year,Stevenson Color,14-07-2021,14-07-2021,14-08-2021,1228652,C2, 60 months,93000,0.1865,702.26,0.1427,30000,32,38965
11-11-2021,1010788,Debt consolidation,Verified,C,MORTGAGE,OH,Fully Paid,10+ years,Dept. Of Rehabilitation & Corrections,13-12-2021,13-11-2021,13-12-2021,1237622,C2, 60 months,60000,0.1362,819.3,0.1427,35000,20,43544
11-11-2021,996337,Debt consolidation,Verified,C,MORTGAGE,PA,Fully Paid,5 years,Wyoming Valley West School District,14-01-2021,14-01-2021,14-02-2021,1221174,C2, 60 months,54000,0.2509,660.12,0.1427,28200,42,35537
11-11-2021,1007810,Debt consolidation,Verified,C,MORTGAGE,AL,Fully Paid,7 years,HealthSouth,16-05-2021,14-06-2021,14-07-2021,1234228,C3, 60 months,100500,0.2373,650.96,0.1465,27575,26,35798
11-11-2021,993824,Debt consolidation,Verified,C,MORTGAGE,AR,Fully Paid,7 years,FBI,16-05-2021,15-04-2021,15-05-2021,1218420,C4, 60 months,105687.5,0.1307,502.57,0.1527,21000,27,29080
11-11-2021,995899,Debt consolidation,Verified,C,MORTGAGE,LA,Fully Paid,2 years,Ascension Parish School Board,14-09-2021,14-09-2021,14-10-2021,1220490,C5, 60 months,43000,0.1672,151.86,0.1596,6250,9,8483
11-11-2021,931391,Debt consolidation,Verified,C,MORTGAGE,KY,Fully Paid,3 years,Hunt Ford Chrysler,12-06-2021,12-06-2021,12-07-2021,1152142,C5, 60 months,70000,0.0687,485.94,0.1596,20000,16,21552
11-11-2021,994914,Debt consolidation,Verified,C,MORTGAGE,CA,Fully Paid,4 years,Wells Fargo Capital Finance,13-03-2021,13-04-2021,13-05-2021,1219566,C1, 60 months,84400,0.0589,805.17,0.1349,35000,22,41025
11-11-2021,1004841,Debt consolidation,Verified,C,MORTGAGE,CT,Fully Paid,5 years,,16-02-2021,16-01-2021,16-02-2021,1231304,C2, 60 months,272000,0.0854,819.3,0.1427,35000,35,48716
11-11-2021,992362,Debt consolidation,Verified,C,MORTGAGE,IL,Fully Paid,9 years,midas,14-11-2021,14-11-2021,14-12-2021,1216843,C1, 60 months,50000,0.0871,446.87,0.1349,19425,15,25441
11-11-2021,1012574,Debt consolidation,Verified,C,MORTGAGE,WA,Fully Paid,10+ years,Wahluke School,15-09-2021,14-09-2021,14-10-2021,1239499,C2, 60 months,60000,0.002,702.26,0.1427,30000,37,39317
11-11-2021,1008165,Debt consolidation,Verified,C,MORTGAGE,WI,Fully Paid,10+ years,Briggs & Stratton Corp,16-05-2021,14-08-2021,14-09-2021,1234610,C1, 60 months,48000,0.2593,353.13,0.1349,15350,33,19837
11-11-2021,1030803,Debt consolidation,Verified,C,MORTGAGE,WA,Fully Paid,3 years,Career Path Services,16-01-2021,15-07-2021,15-08-2021,1260195,C4, 60 months,64400,0.1696,287.19,0.1527,12000,39,16552
11-11-2021,1001116,Debt consolidation,Verified,C,MORTGAGE,FL,Fully Paid,9 years,Axiom,16-02-2021,16-01-2021,16-02-2021,1226895,C5, 60 months,100000,0.1798,561.26,0.1596,23100,9,33346
11-11-2021,997625,Debt consolidation,Verified,C,MORTGAGE,TX,Fully Paid,3 years,,15-04-2021,15-04-2021,15-05-2021,1222737,C1, 60 months,49000,0.1021,419.27,0.1349,18225,24,24356
11-11-2021,1001090,Debt consolidation,Verified,D,MORTGAGE,MA,Fully Paid,10+ years,Peoples Federal Savings Bank,12-05-2021,12-05-2021,12-06-2021,1226866,D5, 60 months,74000,0.2325,408.48,0.1825,16000,19,17424
11-11-2021,1007695,Debt consolidation,Verified,D,MORTGAGE,NY,Fully Paid,3 years,GEICO,16-04-2021,12-04-2021,12-05-2021,1234330,D3, 60 months,40000,0.1557,439.97,0.1727,17600,22,18839
11-11-2021,1016171,Debt consolidation,Verified,D,MORTGAGE,NC,Fully Paid,5 years,Colbond Inc,16-05-2021,13-04-2021,13-05-2021,1243670,D3, 60 months,62510,0.2152,509.34,0.1727,20375,27,24906
11-11-2021,1001397,Debt consolidation,Verified,D,MORTGAGE,NY,Fully Paid,10+ years,JAMAICA BEARINGS CO,15-04-2021,12-11-2021,12-12-2021,1226975,D2, 60 months,110256,0.2017,519.32,0.1677,21000,26,24303
11-11-2021,904442,Debt consolidation,Verified,D,MORTGAGE,PA,Fully Paid,10+ years,Buss Paint & Wallpaper,14-10-2021,14-09-2021,14-10-2021,1124993,D4, 60 months,45000,0.1693,572.52,0.1758,22750,16,31944
11-11-2021,1036237,Debt consolidation,Verified,D,MORTGAGE,NJ,Fully Paid,2 years,"Paychex, Inc.",15-03-2021,15-03-2021,15-04-2021,1265896,D2, 60 months,65000,0.182,296.75,0.1677,12000,23,17002
11-11-2021,1014776,Debt consolidation,Verified,D,MORTGAGE,KS,Fully Paid,6 years,Federal Aviation Administration,16-05-2021,15-03-2021,15-04-2021,1242172,D5, 60 months,80000,0.1531,638.25,0.1825,25000,38,36504
11-11-2021,1004453,Debt consolidation,Verified,D,MORTGAGE,IL,Fully Paid,2 years,Elburn Co Op,16-02-2021,15-06-2021,15-07-2021,1230892,D4, 60 months,80000,0.1392,603.98,0.1758,24000,23,35085
11-11-2021,1038768,Debt consolidation,Verified,D,MORTGAGE,MN,Fully Paid,7 years,kohls,16-05-2021,14-08-2021,14-09-2021,1268494,D2, 60 months,22088,0.1065,103.87,0.1677,4200,13,5717
11-11-2021,997612,Debt consolidation,Verified,D,MORTGAGE,KS,Fully Paid,9 years,Quest Diagnostics,16-05-2021,15-07-2021,15-08-2021,1222724,D3, 60 months,72660,0.1982,539.96,0.1727,21600,25,31466
11-11-2021,997813,Debt consolidation,Verified,E,MORTGAGE,FL,Fully Paid,10+ years,US Navy,16-05-2021,13-06-2021,13-07-2021,1222916,E2, 60 months,98400,0.2123,729.4,0.1903,28100,49,35724
11-11-2021,987384,Debt consolidation,Verified,E,MORTGAGE,CA,Fully Paid,10+ years,KAISER PERMANENTE,14-01-2021,14-02-2021,14-03-2021,1211354,E3, 60 months,100000,0.0658,785.17,0.1942,30000,11,41153
11-11-2021,998075,Debt consolidation,Verified,E,MORTGAGE,TX,Fully Paid,10+ years,us army,13-07-2021,13-06-2021,13-07-2021,1223211,E3, 60 months,87600,0.2373,860.42,0.1942,32875,43,41988
11-11-2021,1011985,Debt consolidation,Verified,E,MORTGAGE,NY,Fully Paid,3 years,us mortgage corp,15-12-2021,15-11-2021,15-12-2021,1238897,E3, 60 months,180000,0.1123,916.03,0.1942,35000,54,53952
11-11-2021,1009249,Debt consolidation,Verified,E,MORTGAGE,FL,Fully Paid,5 years,HSBC Bank,15-09-2021,15-09-2021,15-10-2021,1235982,E3, 60 months,55000,0.2332,369.69,0.1942,14125,39,21640
11-11-2021,1004851,Debt consolidation,Verified,E,MORTGAGE,LA,Fully Paid,< 1 year,Seacore Holding Inc,16-05-2021,15-02-2021,15-03-2021,1231515,E3, 60 months,75000,0.2382,523.45,0.1942,20000,29,29711
11-11-2021,1002413,Debt consolidation,Verified,E,MORTGAGE,GA,Fully Paid,3 years,South Georgia Medical Center,12-05-2021,12-05-2021,12-06-2021,1228471,E3, 60 months,64480,0.2099,844.06,0.1942,32250,30,35302
11-11-2021,913851,Debt consolidation,Verified,E,MORTGAGE,NC,Fully Paid,10+ years,US Marine Corps,16-05-2021,15-10-2021,15-11-2021,1134402,E1, 60 months,80000,0.2272,901.01,0.1864,35000,41,52945
11-11-2021,999074,Debt consolidation,Verified,E,MORTGAGE,CA,Fully Paid,10+ years,Media News,15-01-2021,14-03-2021,14-04-2021,1224465,E2, 60 months,125000,0.1806,908.5,0.1903,35000,43,47569
11-11-2021,1002483,Debt consolidation,Verified,E,MORTGAGE,CA,Fully Paid,10+ years,Hilton Worldwide,13-10-2021,12-09-2021,12-10-2021,1228749,E4, 60 months,62000,0.0838,634.66,0.1991,24000,5,27802
11-11-2021,1008529,Debt consolidation,Verified,E,MORTGAGE,VA,Fully Paid,10+ years,U.S. Department of Agriculture,16-05-2021,15-07-2021,15-08-2021,1235241,E5, 60 months,100904,0.1988,933.14,0.203,35000,25,54182
11-11-2021,1028694,Debt consolidation,Verified,E,MORTGAGE,CA,Fully Paid,10+ years,Contra Costa County,16-05-2021,14-08-2021,14-09-2021,1258052,E2, 60 months,51300,0.1744,150.56,0.1903,5800,33,8238
